#{"t_start": 1658822712.01424, "env_id": "CarRacing-v1"}
1.559108,175,3565.661451
-44.262295,1000,3572.565644
-30.795848,1000,3580.859295
-31.596091,1000,3587.371438
-37.5,1000,3596.599492
-27.33564,1000,3604.129948
-59.008185,374,3606.890969
-16.666667,1000,3615.868815
-30.463576,1000,3622.686926
-51.332432,190,3623.998393
-32.258065,1000,3632.768351
-31.888545,1000,3639.931027
-26.829268,1000,3648.580836
-18.819188,1000,3655.939347
-30.463576,1000,3667.206097
-29.487179,1000,3674.931298
-21.146953,1000,3684.27367
-19.58042,1000,3691.184605
-26.517572,1000,3700.18759
-17.96875,1000,3707.925898
-28.082192,1000,3717.597589
27.090301,1000,3725.326271
-24.342105,1000,3734.726257
-18.367347,1000,3742.021779
-9.090909,1000,3750.327392
-25.531915,1000,3757.211296
-32.307692,1000,3766.517539
-19.732441,1000,3774.357345
-21.824104,1000,3784.111647
-38.311688,1000,3791.622907
-5.882353,1000,3800.785462
42.857143,1000,3808.162938
-19.117647,1000,3817.744547
-34.98452,1000,3826.73316
-33.962264,1000,3838.269879
-16.545614,184,3840.107285
-33.333333,1000,3847.849899
-23.875433,1000,3856.793802
-17.808219,1000,3863.878641
20.577821,196,3865.257812
-29.530201,1000,3874.262182
39.494737,185,3875.654493
-33.962264,1000,3882.703688
-31.818182,1000,3891.529991
-9.42029,1000,3898.417257
-34.169279,1000,3907.898615
13.72549,1000,3915.362603
-23.344948,1000,3923.843731
-24.137931,1000,3930.669773
-31.034483,1000,3940.055033
-52.231915,268,3941.893682
3.092784,1000,3949.22671
-51.089855,309,3954.314915
-29.952117,180,3955.851426
-23.84106,1000,3963.551724
-16.376307,1000,3972.565478
-13.621262,1000,3980.125269
-40.17094,1000,3989.627692
-20.415225,1000,3996.794654
-20.577617,1000,4005.872897
13.38169,170,4007.179841
-38.235294,1000,4015.186114
-50.437318,1000,4025.321932
-27.586207,1000,4032.377835
1.134395,168,4033.682761
-17.241379,1000,4043.011745
-31.25,1000,4050.441107
-18.367347,1000,4059.606529
-29.577465,1000,4066.670813
-29.36803,1000,4075.649787
25.49387,202,4077.050305
-25.081433,1000,4084.376646
11.401887,170,4085.582961
-30.463576,1000,4094.670428
-29.487179,1000,4101.946344
-33.290429,291,4104.695641
-25.233645,1000,4113.940546
5.105105,1000,4121.398499
-21.824104,1000,4130.284732
-17.578967,210,4131.864592
-32.659933,1000,4139.335255
-59.621713,270,4143.487971
3.089655,177,4144.846639
-5.660377,1000,4151.794831
-26.421405,1000,4161.030815
-7.142857,1000,4168.56635
8.108108,1000,4178.325783
-23.333333,1000,4185.583759
-25.266904,1000,4194.542291
-28.082192,1000,4201.889435
-13.043478,1000,4211.40325
-19.708029,1000,4218.373829
23.283607,178,4219.737495
-0.091093,176,4221.000629
-22.330097,1000,4230.042073
-3.474903,1000,4237.033262
-20.863309,1000,4246.202803
-33.121019,1000,4253.260795
-22.178988,1000,4262.693165
-22.794118,1000,4269.532992
-16.058394,1000,4278.285575
-28.571429,1000,4285.336401
-34.85342,1000,4294.626874
-25.423729,1000,4302.130013
-44.572996,375,4304.578209
-31.596091,1000,4313.497937
-26.573427,1000,4320.580185
-21.768707,1000,4329.72277
-4.214559,1000,4336.451764
-36.231884,1000,4345.740555
-39.393939,1000,4352.887497
-27.051672,1000,4361.928438
-25.795053,1000,4368.601901
-17.525773,1000,4377.544564
-33.717579,1000,4384.623239
-24.836601,1000,4393.315485
26.811594,1000,4400.583044
-3.474903,1000,4409.839174
4.166667,1000,4417.364356
-13.461538,1000,4426.430341
-24.731183,1000,4433.119215
-21.428571,1000,4442.222765
-18.215613,1000,4449.322971
-15.384615,1000,4458.197601
-22.916788,909,4464.61017
-27.33564,1000,4473.897637
-96.629268,699,4478.862083
-38.080495,1000,4485.960417
-24.460432,1000,4494.547326
-20.689655,1000,4501.487538
-32.692308,1000,4510.742516
-28.338762,1000,4517.553056
-25.0,1000,4526.182313
-26.421405,1000,4532.786665
-115.527645,873,4540.741813
-25.675676,1000,4547.758523
-96.985816,751,4554.741709
-25.675676,1000,4561.839327
-25.423729,1000,4571.056873
-14.728682,1000,4577.937481
6.935616,370,4580.654871
10.26616,1000,4589.25638
-30.921053,1000,4596.380416
18.927586,260,4598.257755
-13.043478,1000,4607.111426
-24.81203,1000,4614.284887
-7.142857,1000,4623.460785
-28.802589,1000,4630.811074
-40.84507,1000,4640.014577
-19.708029,1000,4647.139425
-9.407666,1000,4656.381519
1.596774,356,4658.92625
-24.590164,1000,4665.982961
31.746154,222,4669.445106
-23.84106,1000,4676.482709
-29.230769,1000,4683.630979
-31.596091,1000,4692.719863
-35.59322,1000,4699.923946
0.719424,1000,4708.944146
-24.590164,1000,4716.197079
-36.599424,1000,4725.650809
-27.152318,1000,4732.814848
-45.402299,1000,4744.043137
-31.147541,1000,4752.815245
-21.768707,1000,4763.193461
-31.034483,1000,4770.906531
-25.531915,1000,4780.347486
-31.034483,1000,4787.636442
-31.25,1000,4796.616727
4.026846,1000,4804.382667
0.0,1000,4813.781701
-18.918919,1000,4820.625121
-12.052117,1000,4829.998211
-20.689655,1000,4837.113785
-22.033898,1000,4845.711293
-13.793103,1000,4852.786114
-14.498141,1000,4861.568447
-31.372549,1000,4868.569046
-33.544304,1000,4877.68925
-24.657534,1000,4885.540989
-29.878049,1000,4894.875064
-24.187726,1000,4901.739222
-46.031746,1000,4910.802543
82.63463,198,4912.283299
-34.256055,1000,4919.5271
-39.102564,1000,4928.57674
-25.19685,1000,4935.45788
-26.174497,1000,4944.539407
-40.809969,1000,4951.652396
19.007937,176,4953.007883
-19.847328,1000,4961.898816
-23.357664,1000,4968.777713
-32.142857,1000,4977.419158
-31.15942,1000,4984.097621
-7.849829,1000,4993.688821
56.704943,183,4995.00608
10.032362,1000,5002.977671
4.026846,1000,5012.733743
-31.596091,1000,5020.127466
-25.093633,1000,5029.272512
-37.293729,1000,5036.804447
-23.636364,1000,5046.164215
-31.271478,1000,5053.042231
-44.196594,186,5054.46005
3.159108,159,5055.624611
-42.95302,1000,5064.441844
-38.596491,1000,5071.754724
-1.639344,1000,5080.548203
-6.825,163,5081.724436
-33.333333,1000,5088.753783
-42.492013,1000,5097.826577
-40.063091,1000,5104.971959
2.880658,1000,5113.806938
-17.763158,1000,5120.519159
-14.965986,1000,5128.968681
-1.297521,171,5130.144001
-27.586207,1000,5136.871826
33.077193,179,5139.877639
11.111111,1000,5146.916701
-16.967509,1000,5155.239888
33.064516,1000,5161.952896
-17.012448,1000,5168.338172
-39.393939,1000,5177.10059
-31.034483,1000,5183.917404
-28.327645,1000,5192.471643
-35.064935,1000,5199.195785
-28.571429,1000,5208.125731
-37.5,1000,5215.359877
-27.152318,1000,5224.49993
-12.863071,1000,5230.954546
-28.838951,1000,5239.255157
-28.813559,1000,5246.513147
-13.333333,1000,5256.481675
9.912329,169,5257.711519
-13.978495,1000,5264.938354
-14.634146,1000,5273.431382
-21.985816,1000,5280.205892
-16.363636,1000,5288.897272
-20.863309,1000,5295.735219
-27.586207,1000,5305.219328
-25.925926,1000,5312.50088
-27.203065,1000,5321.447168
-41.176471,1000,5328.639425
-43.283582,1000,5338.194417
2.941176,1000,5345.366432
-34.066667,175,5346.687451
-26.056338,1000,5355.471248
-34.707904,1000,5362.480578
-39.93994,1000,5372.121911
-33.333333,1000,5379.100975
12.102469,238,5380.836054
-14.603279,229,5384.532711
-33.121019,1000,5391.707297
-26.199262,1000,5400.10418
-28.082192,1000,5406.707394
-25.266904,1000,5415.109
-11.703883,186,5416.424817
-22.261484,1000,5423.025627
-15.384615,1000,5431.250514
-11.439114,1000,5437.835179
-29.530201,1000,5447.093479
-25.093633,1000,5453.57236
-16.666667,1000,5462.401283
-21.933086,1000,5469.364648
-38.416422,1000,5478.360658
-22.509225,1000,5485.190751
4.727778,169,5486.438287
-28.999003,188,5487.793383
-58.225749,212,5489.293536
-50.819672,1000,5498.882257
-28.813559,1000,5505.886699
-20.454545,1000,5514.578736
-27.835052,1000,5521.605728
-35.185185,1000,5530.896514
-36.746988,1000,5538.075128
-30.463576,1000,5547.16672
-32.926829,1000,5554.512641
-29.328622,1000,5563.741727
-21.052632,1000,5571.233974
-21.311475,1000,5579.883516
20.177778,177,5581.131696
-36.708861,1000,5588.409471
-8.356463,173,5589.673053
-33.333333,1000,5598.870265
-46.852632,259,5600.74723
-1.315789,1000,5608.080825
-33.774834,1000,5617.050882
-13.357401,1000,5624.164852
-27.272727,1000,5632.734786
-22.794118,1000,5639.545382
25.316357,272,5643.464845
-40.063091,1000,5650.397092
-24.187726,1000,5658.873858
39.15,172,5660.071485
-35.275081,1000,5666.561176
-42.528736,1000,5677.960879
-29.577465,1000,5687.710498
-33.544304,1000,5699.145407
-21.348315,1000,5706.333249
35.256705,181,5707.848148
-36.454849,1000,5716.967058
24.442756,170,5718.141219
-29.530201,1000,5724.879735
-29.530201,1000,5733.759224
-32.734602,228,5735.472069
19.123944,183,5736.867873
-20.454545,1000,5744.112228
-30.693069,1000,5753.245432
-33.333333,1000,5760.232277
-34.169279,1000,5770.513973
-54.00339,219,5772.193088
-34.42623,1000,5779.2574
-31.034483,1000,5787.98961
-35.064935,1000,5796.58516
-27.835052,1000,5806.34056
-22.509225,1000,5813.358014
-36.305732,1000,5823.045475
-28.847292,192,5824.475186
-20.152091,1000,5831.544039
-32.384342,1000,5840.016479
-27.33564,1000,5846.92015
-28.301887,1000,5855.465824
-17.4,175,5856.698408
-32.20339,1000,5863.518424
-34.85342,1000,5872.392113
-31.407942,1000,5879.020215
-31.271478,1000,5887.816918
-27.480916,1000,5894.619268
-37.269373,1000,5903.537981
-23.076923,1000,5910.381629
-32.432432,1000,5918.767552
-37.5,1000,5925.74309
-21.641791,1000,5934.915899
-56.231183,316,5937.190957
-56.513559,278,5939.177018
-51.894118,292,5941.752381
21.861111,206,5943.269198
-74.571429,461,5948.452454
3.05873,272,5950.485554
-98.433086,766,5955.764392
-77.241791,557,5959.6014
-95.331915,699,5966.396741
-98.375081,632,5970.939597
-85.927645,577,5975.084618
-95.175884,628,5981.684765
-86.235052,585,5985.685783
-74.156338,482,5989.249123
39.648464,311,5991.820379
-59.436232,320,5994.017802
-27.083333,1000,6003.111285
-25.266904,1000,6010.201075
-35.064935,1000,6019.430745
-54.198473,1000,6026.130084
-32.862191,1000,6034.754645
-71.220468,298,6036.884809
-74.827645,466,6040.290706
-73.215789,470,6045.616243
46.857732,285,6047.729674
-27.33564,1000,6055.06686
7.386301,297,6057.313203
16.81875,200,6058.736142
-29.530201,1000,6067.86683
0.628571,209,6069.3563
6.216779,214,6070.9735
-64.911688,267,6072.812968
-62.48452,276,6074.968959
33.093525,1000,6084.674774
-59.771429,313,6087.003792
-58.466904,333,6089.383519
-13.22314,1000,6098.516847
-31.343284,1000,6105.731739
-25.0,1000,6114.306414
-25.795053,1000,6121.326164
-59.230303,313,6123.453813
-25.795053,1000,6132.718911
-36.363636,1000,6139.911402
-59.155556,287,6141.968261
7.436782,191,6143.306522
-18.918919,1000,6152.108262
-46.334661,301,6154.186432
-62.372727,352,6156.729139
-51.107299,242,6158.314998
-31.972789,1000,6167.492166
-56.047541,250,6169.200915
-31.818182,1000,6176.159552
-28.327645,1000,6184.965029
-87.321019,543,6188.629836
-113.804918,762,6195.483077
-56.930303,290,6197.352373
-58.238835,263,6199.193457
-19.825806,167,6200.316078
-27.007299,1000,6206.927115
38.82069,199,6210.149804
59.8,203,6211.653448
-31.740614,1000,6218.456333
-24.187726,1000,6226.788213
-29.530201,1000,6233.649713
-40.625,1000,6242.420901
-50.592929,214,6243.982587
-54.335052,266,6245.848861
-35.810811,1000,6252.686543
-55.43564,282,6254.692372
-29.104478,1000,6263.216435
-39.759036,1000,6270.125563
-64.793789,239,6273.620974
-27.536232,1000,6280.285035
-22.509225,1000,6288.704746
-44.448315,232,6290.307634
-42.95302,1000,6297.683526
23.394224,175,6298.916507
-31.740614,1000,6307.629442
-28.571429,1000,6314.480931
-26.056338,1000,6322.993525
29.053846,172,6324.18621
-41.690962,1000,6331.251863
-30.693069,1000,6339.735768
-30.463576,1000,6346.159604
-23.076923,1000,6354.654699
-33.823529,1000,6361.331754
-42.528302,181,6362.535688
2.953165,174,6363.808841
-60.868078,196,6365.207974
2.3411,175,6368.315
-33.774834,1000,6375.201375
-49.834483,189,6376.488441
43.117323,184,6377.790222
-45.021405,187,6379.180683
-31.654676,1000,6387.948423
-28.838951,1000,6395.068298
-52.372549,211,6396.544886
-70.528205,155,6397.655928
12.918954,179,6400.895086
-57.894737,1000,6407.668749
-46.241791,247,6409.308739
-49.354676,178,6410.524852
-52.528622,233,6412.052067
-61.179439,267,6415.743057
-46.995053,213,6417.218729
-50.980392,1000,6423.724414
-50.809091,200,6425.136034
76.263636,202,6426.586473
-48.275472,163,6427.756852
-41.558442,1000,6436.318795
-37.5,1000,6443.247309
-75.0,591,6448.793248
-32.659933,1000,6455.459362
-34.375,1000,6463.97845
-55.807904,212,6465.451704
-37.5,1000,6471.800152
6.934328,163,6472.93173
-29.765886,1000,6481.400997
-4.978788,172,6482.618574
-27.33564,1000,6489.251104
-20.577617,1000,6498.080123
58.971429,197,6499.436496
-31.271478,1000,6506.134577
-57.119718,206,6509.360631
-24.731183,1000,6516.05264
-57.75342,230,6517.629088
0.932787,172,6518.840342
-23.636364,1000,6527.213406
15.968512,260,6529.119113
-30.921053,1000,6535.939604
-25.0,1000,6544.441277
-33.333333,1000,6551.08386
-33.962264,1000,6559.707035
-25.650558,1000,6566.507879
-62.462264,286,6568.443156
-53.373427,269,6572.101951
-26.573427,1000,6578.907738
-31.972789,1000,6591.544298
-36.908517,1000,6600.937225
-51.528302,271,6603.219807
-32.432432,1000,6612.523848
-61.376471,203,6614.072017
-26.573427,1000,6621.016351
-41.98895,1000,6630.155845
-28.057554,1000,6636.856879
20.944144,233,6638.570319
-51.015412,228,6640.107788
-31.818182,1000,6649.024356
-37.5,1000,6656.227899
-32.258065,1000,6665.542878
-33.121019,1000,6672.658595
22.072822,174,6673.906362
-33.753943,1000,6682.687249
-25.795053,1000,6689.41393
-26.470588,1000,6697.807251
-58.075884,257,6699.576486
-60.110526,260,6701.426347
-30.921053,1000,6710.051599
-29.054054,1000,6717.347485
-45.454545,1000,6727.007555
-23.357664,1000,6733.995515
-31.372549,1000,6743.428026
17.135135,181,6744.767178
32.719672,182,6746.065725
-21.933086,1000,6753.11553
-23.076923,1000,6761.906397
-32.907348,1000,6768.654771
-33.121019,1000,6777.406489
46.264017,212,6778.881809
-41.176471,1000,6785.77628
-52.738951,240,6787.394974
70.83574,206,6790.718456
9.499281,165,6791.872686
-21.052632,1000,6798.437018
-28.571429,1000,6806.822598
-30.463576,1000,6813.616833
-24.81203,1000,6822.094433
-37.68546,1000,6829.252952
31.959864,178,6830.579372
-35.97561,1000,6839.684562
-24.460432,1000,6846.697954
-27.480916,1000,6855.399846
-57.938835,260,6857.209531
-26.573427,1000,6864.48426
-1.645902,165,6865.727065
2.345921,186,6867.069544
-56.675081,215,6870.548587
14.947541,163,6871.73714
-23.954373,1000,6878.832826
-30.463576,1000,6887.31516
-34.210526,1000,6894.106389
-16.996047,1000,6902.864935
-34.210526,1000,6909.792515
-34.782609,1000,6918.517598
-40.84507,1000,6925.405417
22.039921,164,6926.55341
-22.222222,1000,6935.160638
-33.774834,1000,6942.058778
-140.796532,987,6950.89442
-36.666667,1000,6957.5577
-32.692308,1000,6966.27991
-34.640523,1000,6973.274322
-33.544304,1000,6982.080844
38.742657,187,6983.465334
25.469176,180,6984.792268
-23.357664,1000,6991.503459
-19.847328,1000,7000.378576
-27.083333,1000,7007.139422
-19.847328,1000,7015.971552
-25.0,1000,7022.617863
-36.363636,1000,7031.372663
69.642857,1000,7038.853384
-25.0,1000,7047.977254
-15.662651,1000,7054.812324
9.472222,191,7056.19946
-23.913043,1000,7064.81457
-24.914676,1000,7071.635218
-17.96875,1000,7080.334527
-19.298246,1000,7087.291412
1.083032,1000,7096.217471
12.561644,211,7097.781252
-39.209726,1000,7104.860308
42.857143,1000,7113.800504
-23.913043,1000,7120.656115
-38.416422,1000,7129.619214
36.229577,188,7130.960459
-38.596491,1000,7138.109098
-35.275081,1000,7147.033195
-88.631737,546,7150.763346
-27.33564,1000,7157.632599
3.793805,202,7161.050148
-32.258065,1000,7167.851588
41.37931,1000,7176.511439
20.872822,186,7177.83742
-7.563025,1000,7184.48629
-34.375,1000,7193.277498
-28.327645,1000,7200.36516
-60.083333,331,7202.648126
-28.571429,1000,7211.464912
-27.392739,1000,7218.439647
-27.33564,1000,7227.076962
-23.636364,1000,7233.67359
-12.547529,1000,7242.250059
-61.705732,255,7244.06557
-38.37535,1000,7251.30395
-20.265781,1000,7260.268426
-33.774834,1000,7267.499253
78.571429,1000,7276.151671
-28.082192,1000,7283.019297
38.255556,174,7284.255168
-29.26045,1000,7292.904973
41.417323,201,7294.252923
-29.530201,1000,7301.115087
-24.137931,1000,7309.931
-23.84106,1000,7316.917088
-31.596091,1000,7326.068414
-28.082192,1000,7333.210751
35.416667,1000,7342.394963
-26.573427,1000,7349.383852
-19.847328,1000,7358.211774
-31.596091,1000,7365.466338
-21.348315,1000,7374.021418
-25.795053,1000,7380.832748
-27.33564,1000,7389.730786
-7.643312,1000,7397.501296
-22.794118,1000,7406.197105
45.813534,197,7407.621518
-35.384615,1000,7414.753086
-39.655172,1000,7423.427881
-29.765886,1000,7430.316281
21.081159,167,7431.479979
-29.292929,1000,7440.175689
-33.774834,1000,7447.491122
32.276259,225,7450.876002
-32.907348,1000,7458.084403
-19.54023,1000,7466.406611
-29.530201,1000,7473.129326
-36.555891,1000,7480.208636
6.712329,201,7483.402763
32.906299,168,7484.5336
-33.121019,1000,7491.318859
19.449057,165,7492.662821
-30.232558,1000,7503.65216
-24.187726,1000,7511.291187
-30.0,1000,7520.233172
33.824911,193,7521.569991
-20.138889,1000,7528.091144
-23.636364,1000,7536.03723
-64.029268,373,7538.391828
-22.222222,1000,7544.642037
-33.333333,1000,7552.960026
-28.813559,1000,7559.082924
-31.596091,1000,7865.781324
17.754902,196,7867.005141
-30.232558,1000,7873.628689
-34.42623,1000,7881.50349
18.231034,198,7882.744419
-33.121019,1000,7890.883433
-33.993399,1000,7897.081169
-58.921053,281,7898.807971
-25.0,1000,7906.74365
-26.829268,1000,8211.248216
-26.573427,1000,8218.911793
10.511594,164,8219.95822
-24.137931,1000,8225.901551
60.777778,171,8226.918799
-36.170213,1000,8234.7963
-20.962199,1000,8241.585001
-31.818182,1000,8249.406481
-29.292929,1000,8554.009886
4.037956,165,8555.145101
-55.563576,252,8556.825677
-25.170068,1000,8564.452432
-37.304075,1000,8571.369071
54.368908,180,8575.220125
29.453405,176,8576.53686
-28.571429,1000,8583.632991
-28.802589,1000,8591.739694
-29.824561,1000,8597.816456
-27.835052,1000,8605.31677
-27.083333,1000,8611.256351
52.309091,187,8612.415998
-28.315412,1000,8619.867223
11.599617,226,8621.294722
-26.573427,1000,8627.133165
25.962712,199,8628.409776
64.985185,203,8629.710893
19.804332,247,8632.929564
12.305674,190,8634.112406
-53.473427,270,8635.709112
-0.666426,199,8636.99152
-24.731183,1000,8643.024876
-37.869822,1000,8650.749725
-30.463576,1000,8656.780213
-66.269822,285,8658.518243
-55.860432,315,8661.933513
-61.121053,303,8663.802812
-64.392929,352,8665.882332
-24.731183,1000,8671.857934
-52.836364,293,8676.003599
-26.315789,1000,8681.871963
24.096226,194,8683.099809
-54.631915,292,8685.203112
-4.610526,205,8686.633349
-51.776923,288,8689.888608
-30.313589,1000,8695.932077
46.239326,224,8697.377147
-34.98452,1000,8707.03248
-0.562044,211,8708.358612
-59.093069,285,8710.082214
-67.4,300,8711.97595
-32.659933,1000,8719.536609
-23.357664,1000,8725.624995
-10.718819,289,8727.383827
-54.895053,292,8729.140888
20.768227,198,8730.383452
-31.818182,1000,8738.361157
-48.04023,286,8740.042157
-62.069279,280,8741.756337
33.875601,243,8743.317445
-55.23564,280,8745.011742
-53.656338,277,8748.231943
-48.136364,246,8749.675861
59.739683,229,8751.125178
-55.376923,324,8753.02843
37.735117,229,8754.825716
43.366667,234,8756.261332
47.683212,203,8757.529265
27.119672,238,8759.086363
-39.655172,1000,8767.118919
-56.182192,282,8768.808846
-32.907348,1000,8774.973422
-18.039216,201,8777.832879
-58.031915,326,8779.763048
27.716541,190,8780.944563
-0.894964,197,8782.234865
-2.561644,191,8783.457088
-61.333333,281,8785.325105
-31.034483,1000,8792.924896
-60.492308,279,8794.766186
-59.992929,308,8796.648323
11.778947,199,8797.996137
-54.83564,276,8799.660067
-56.287179,269,8801.345155
-63.254054,343,8803.400069
-45.887938,277,8806.678542
-15.322581,1000,8812.415629
-61.421053,306,8814.269498
-57.963576,276,8815.940591
-37.888199,1000,8823.660763
-31.596091,1000,8829.758786
-57.192929,280,8831.483227
-18.189769,206,8834.321007
-31.818182,1000,8840.443525
-64.98546,274,8842.158214
-27.272727,1000,8849.948868
10.011524,202,8851.225651
-54.813589,246,8852.742362
-28.813559,1000,8859.05
-28.338762,1000,8867.018107
-21.708185,1000,8873.159324
3.0,221,8874.648878
26.319558,252,8877.859605
-41.794346,267,8879.467025
-58.387179,290,8881.238321
28.058824,191,8882.526224
44.335664,201,8883.803254
-31.034483,1000,8891.329879
-31.372549,1000,8897.367398
-48.463309,277,8899.025126
-15.432817,177,8900.167649
-59.759933,272,8901.824188
-63.384615,281,8905.164117
-62.084615,268,8906.823017
25.33125,193,8908.018694
17.435135,178,8909.257312
-31.271478,1000,8915.193859
-21.985816,1000,8922.932912
-57.335211,349,8925.053433
38.850704,197,8926.292442
-51.031915,256,8927.889174
15.210787,190,8929.164
-16.296262,192,8930.446564
-23.875433,1000,8938.096127
-38.596491,1000,8944.320234
-25.795053,1000,8952.054046
-26.829268,1000,8957.961895
37.173381,212,8959.305722
-28.813559,1000,8966.889996
29.382014,182,8968.018049
-35.97561,1000,8975.77292
-32.038835,1000,8981.903219
31.417881,210,8983.229635
-27.586207,1000,8990.738041
-24.460432,1000,8996.848025
-33.110368,1000,9005.148284
-59.372789,275,9006.794344
-52.98804,295,9008.606813
-59.175884,268,9010.227529
66.650413,194,9011.439113
